,timestamp,accX,accY,accZ,username
95,2153603133315346,-1.034302,-12.813766,-0.61291,fri-tilen15
96,2153603149184486,2.087738,-8.868118,0.076614,fri-tilen1
97,2153603165023109,3.581726,-7.125137,-0.995987,fri-tilen1
98,2153603180861732,4.730942,-6.493073,-1.417374,fri-tilen1
99,2153603196700355,6.569687,-6.033386,-0.440536,fri-tilen1
100,2153603212538978,6.646301,-5.458786,-0.900223,fri-tilen1
101,2153603228377602,5.650314,-4.941635,-0.229843,fri-tilen1
102,2153603244216225,3.390182,-4.845871,0.306458,fri-tilen1
103,2153603260085365,1.474823,-4.673477,1.053452,fri-tilen1
104,2153603275923988,1.704666,-3.600876,2.221817,fri-tilen1
105,2153603291762611,1.723831,-3.141190,3.122040,fri-tilen1
106,2153603307601234,0.670380,-3.351883,3.045425,fri-tilen1
107,2153603323439857,-0.268158,-3.658340,2.566589,fri-tilen1
108,2153603339278480,-1.570602,-3.754105,1.015137,fri-tilen1
109,2153603355147621,-1.455673,-4.558563,-0.306458,fri-tilen1
110,2153603370986244,1.685516,-6.224930,-0.229843,fri-tilen1
111,2153603386824867,3.830719,-8.465897,-3.926498,fri-tilen1
112,2153603402663490,5.707779,-11.741165,-13.44583,fri-tilen11
113,2153603418502113,7.297531,-18.521545,-25.39769,fri-tilen10
114,2153603434340736,3.600876,-22.907730,-21.10728,fri-tilen15
115,2153603450179359,2.394196,-14.920670,-11.72201,fri-tilen15
116,2153603466048500,4.079727,-6.914459,-10.496185,fri-tilen1
117,2153603481887123,5.343857,-4.060562,-8.887283,fri-tilen1
118,2153603497725746,5.899307,-10.975021,-1.513138,fri-tilen1
119,2153603513564369,8.274368,-18.617310,10.706863,fri-tilen1
120,2153603529402992,5.420471,-23.118408,14.384369,fri-tilen1
121,2153603545241615,1.589752,-20.743362,9.251190,fri-tilen1
122,2153603561110756,-0.229843,-11.396408,3.466797,fri-tilen1
123,2153603576949379,-2.183517,-6.205765,-0.019150,fri-tilen1
124,2153603592788002,-0.727844,-2.566589,-2.087738,fri-tilen1
125,2153603608626625,1.168365,-0.689529,-3.869034,fri-tilen1
126,2153603624465248,1.283295,-1.264145,-3.428497,fri-tilen1
127,2153603640303871,3.217804,-3.715805,-3.658340,fri-tilen1
128,2153603656173012,8.178589,-9.749191,-0.536301,fri-tilen1
129,2153603672011635,10.247177,-13.771454,4.845871,fri-tilen1
130,2153603687850258,6.531387,-10.802643,4.405334,fri-tilen1
131,2153603703688881,3.102890,-7.795517,5.477936,fri-tilen1
132,2153603719527504,1.877060,-7.144302,-0.363922,fri-tilen1
133,2153603735366127,1.532288,-7.182602,-10.668564,fri-tilen1
134,2153603751235268,2.202667,-8.178589,-5.841858,fri-tilen1
135,2153603767073891,4.252106,-8.485046,1.302444,fri-tilen1
136,2153603782912514,5.248093,-8.485046,1.896210,fri-tilen1
137,2153603798751137,4.041412,-9.059662,-0.057465,fri-tilen1
138,2153603814589760,2.260132,-9.672577,-1.972824,fri-tilen1
139,2153603830458900,1.551437,-9.806656,-2.853882,fri-tilen1
140,2153603846297523,1.991974,-9.404419,-0.861908,fri-tilen1
141,2153603862166664,1.934509,-9.423584,-1.034302,fri-tilen1
142,2153603878005287,3.485962,-9.346970,-3.620026,fri-tilen1
143,2153603893843910,7.718903,-9.423584,-4.807556,fri-tilen1
144,2153603909682533,9.366119,-9.998184,-3.696640,fri-tilen1
145,2153603925521156,7.240067,-9.959885,-3.792419,fri-tilen1
146,2153603941359779,5.937622,-9.519348,-2.834732,fri-tilen1
147,2153603957198402,6.971909,-9.366119,-0.938522,fri-tilen1
148,2153603973037025,7.086838,-9.500198,-3.160339,fri-tilen1
149,2153603988875648,5.554550,-10.228027,-7.163452,fri-tilen1
150,2153604004714271,6.742065,-10.975021,-3.677490,fri-tilen1
151,2153604020552895,5.899307,-10.611099,-3.083725,fri-tilen1
152,2153604036422035,5.822693,-10.764328,-3.409348,fri-tilen1
153,2153604052260658,8.695740,-11.070786,2.298431,fri-tilen1
154,2153604068129799,9.902420,-11.185715,7.623138,fri-tilen1
155,2153604083968422,7.029373,-12.545624,4.865021,fri-tilen1
156,2153604099807045,3.639191,-15.380356,0.114929,fri-tilen1
157,2153604115645668,0.344772,-19.996368,-4.175491,fri-tilen1
158,2153604131484291,-1.628052,-21.317978,-6.33984,fri-tilen14
159,2153604147322914,-2.738968,-17.563858,-2.08773,fri-tilen18
160,2153604163192055,-0.689529,-11.587936,-1.16836,fri-tilen15
161,2153604179030678,2.451660,-8.619125,1.379059,fri-tilen1
162,2153604194869301,4.232956,-7.910446,0.325607,fri-tilen1
163,2153604210707924,5.056549,-7.201752,-2.853882,fri-tilen1
164,2153604226546547,6.129150,-6.397308,-1.149216,fri-tilen1
165,2153604242415687,6.933609,-5.420471,-0.229843,fri-tilen1
166,2153604258254311,6.052536,-4.539413,0.134079,fri-tilen1
167,2153604274123451,3.562576,-3.869034,0.612915,fri-tilen1
168,2153604289962074,1.110916,-3.696640,1.666367,fri-tilen1
169,2153604305800697,0.804459,-2.700653,2.030289,fri-tilen1
170,2153604321639320,1.206680,-2.183517,3.026276,fri-tilen1
171,2153604337477943,0.823608,-2.758118,3.026276,fri-tilen1
172,2153604353316566,-0.114929,-3.447647,2.681503,fri-tilen1
173,2153604369185707,-1.532288,-3.830719,1.972824,fri-tilen1
174,2153604385024330,-1.493988,-4.865021,0.191544,fri-tilen1
175,2153604400862953,1.398209,-7.048523,-0.057465,fri-tilen1
176,2153604416701576,3.371033,-9.538498,-2.968811,fri-tilen1
177,2153604432540199,5.573700,-12.200851,-12.20085,fri-tilen11
178,2153604448378822,10.783478,-18.732239,-25.5700,fri-tilen168
179,2153604464247963,5.631165,-22.582108,-21.96919,fri-tilen13
180,2153604480086586,0.976837,-13.867218,-13.73313,fri-tilen19
181,2153604495925209,4.347870,-6.090851,-10.955872,fri-tilen1
182,2153604511763832,5.114014,-6.856995,-5.190628,fri-tilen1
183,2153604527602455,4.826706,-16.625336,2.106903,fri-tilen1
184,2153604543441078,5.822693,-22.294800,11.281479,fri-tilen1
185,2153604559310219,3.677490,-22.390579,12.009323,fri-tilen1
186,2153604575148842,1.379059,-13.139374,4.807556,fri-tilen1
187,2153604590987465,0.172379,-6.761230,1.225830,fri-tilen1
188,2153604606826088,-0.402222,-3.543411,-0.881073,fri-tilen1
189,2153604622664711,0.938522,-1.225830,-2.451660,fri-tilen1
190,2153604638533852,1.685516,-1.206680,-2.049438,fri-tilen1
191,2153604654372475,2.930496,-2.355896,-1.359909,fri-tilen1
192,2153604670241615,7.872131,-4.903320,2.202667,fri-tilen1
193,2153604686080238,11.836929,-10.285492,3.562576,fri-tilen1
194,2153604701918861,10.113113,-12.239166,1.608902,fri-tilen1
195,2153604717757484,5.861008,-9.979034,2.738968,fri-tilen1
196,2153604733596107,2.892197,-8.925583,2.413361,fri-tilen1
197,2153604749434730,0.612915,-8.887283,-14.441818,fri-tilen1
198,2153604765303871,2.087738,-7.393295,-5.975922,fri-tilen1
199,2153604781142494,4.098877,-7.105988,1.072601,fri-tilen1
200,2153604796981117,3.869034,-7.833832,2.394196,fri-tilen1
201,2153604812819740,3.198654,-9.404419,2.528275,fri-tilen1
202,2153604828658363,3.466797,-10.170563,2.681503,fri-tilen1
203,2153604844496986,3.064575,-10.764328,1.608902,fri-tilen1
204,2153604860335609,0.555450,-11.147400,-5.516235,fri-tilen1
205,2153604876204750,-0.287308,-9.557648,-6.933609,fri-tilen1
206,2153604892043373,3.179504,-8.465897,-1.436523,fri-tilen1
207,2153604907881996,7.125137,-8.772354,-3.083725,fri-tilen1
208,2153604923720619,9.998184,-8.944733,-3.447647,fri-tilen1
209,2153604939589760,9.251190,-8.983047,-0.574615,fri-tilen1
210,2153604955428383,5.765244,-9.327805,-3.294418,fri-tilen1
211,2153604971297523,4.730942,-9.634262,-3.313568,fri-tilen1
212,2153604987136146,5.420471,-9.481033,-2.049438,fri-tilen1
213,2153605002974770,5.573700,-9.615112,-5.401321,fri-tilen1
214,2153605018813393,6.971909,-11.128250,-2.470810,fri-tilen1
215,2153605034652016,6.454773,-11.492172,-4.826706,fri-tilen1
216,2153605050490639,6.818680,-11.702866,-5.841858,fri-tilen1
217,2153605066359779,10.132263,-11.396408,1.896210,fri-tilen1
218,2153605082198402,11.185715,-10.553635,7.450760,fri-tilen1
219,2153605098037025,7.814682,-12.181702,5.401321,fri-tilen1
220,2153605113875648,4.520248,-15.073898,1.379059,fri-tilen1
221,2153605129744789,2.470810,-17.966095,-1.187531,fri-tilen1
222,2153605145583412,0.861908,-19.000381,-4.596863,fri-tilen1
223,2153605161452553,-0.517151,-17.372330,-3.08372,fri-tilen15
224,2153605177291176,0.153229,-13.215988,0.306458,fri-tilen1
225,2153605193129799,4.175491,-9.097961,1.666367,fri-tilen1
226,2153605208968422,3.869034,-7.278366,-1.455673,fri-tilen1
227,2153605224807045,4.175491,-6.856995,-0.727844,fri-tilen1
228,2153605240645668,5.190628,-5.841858,-0.191544,fri-tilen1
229,2153605256484291,5.631165,-4.616028,0.153229,fri-tilen1
230,2153605272353432,5.286392,-3.773254,0.804459,fri-tilen1
231,2153605288192055,3.026276,-3.620026,0.785294,fri-tilen1
232,2153605304030678,1.034302,-3.026276,1.359909,fri-tilen1
233,2153605319869301,0.459686,-2.643204,1.838745,fri-tilen1
234,2153605335707924,0.746994,-3.102890,2.375046,fri-tilen1
235,2153605351546547,0.172379,-3.964798,2.758118,fri-tilen1
236,2153605367415687,-1.034302,-4.194641,2.106903,fri-tilen1
237,2153605383254311,-2.987961,-4.654327,-0.076614,fri-tilen1
238,2153605399092934,-1.896210,-5.477936,-1.130066,fri-tilen1
239,2153605414931557,1.647217,-6.627151,-0.766144,fri-tilen1
240,2153605430770180,3.332733,-8.331818,-3.639191,fri-tilen1
241,2153605446639320,5.305557,-10.457870,-10.34295,fri-tilen17
242,2153605462477943,8.714890,-15.131348,-22.33311,fri-tilen15
243,2153605478347084,10.611099,-21.586121,-21.5478,fri-tilen121
244,2153605494185707,6.167465,-17.391479,-11.22401,fri-tilen14
245,2153605510024330,4.022263,-8.906433,-11.607086,fri-tilen1
246,2153605525862953,4.845871,-5.535400,-13.062759,fri-tilen1
247,2153605541701576,6.627151,-11.281479,-3.543411,fri-tilen1
248,2153605557540199,8.121140,-16.644485,12.526459,fri-tilen1
249,2153605573409340,4.405334,-18.770538,16.357193,fri-tilen1
250,2153605589247963,1.034302,-16.912643,7.527374,fri-tilen1
251,2153605605086586,0.938522,-11.147400,1.934509,fri-tilen1
252,2153605620925209,-0.612915,-6.608002,-1.110916,fri-tilen1
253,2153605636763832,-0.095764,-3.236954,-3.677490,fri-tilen1
254,2153605652602455,1.091751,-1.647217,-5.516235,fri-tilen1
255,2153605668441078,1.704666,-2.892197,-6.244080,fri-tilen1
256,2153605684310219,4.347870,-5.726929,-5.324707,fri-tilen1
257,2153605700148842,9.270355,-9.883270,4.213791,fri-tilen1
258,2153605715987465,10.342957,-12.583923,6.780380,fri-tilen1
259,2153605731826088,5.612015,-10.457870,6.991074,fri-tilen1
260,2153605747695228,3.256119,-8.657440,0.708679,fri-tilen1
261,2153605763533852,3.505112,-7.067688,-2.585739,fri-tilen1
262,2153605779402992,3.026276,-5.861008,-4.041412,fri-tilen1
263,2153605795241615,2.087738,-6.205765,-2.355896,fri-tilen1
264,2153605811080238,3.256119,-7.144302,0.268158,fri-tilen1
265,2153605826918861,4.328720,-8.542511,1.264145,fri-tilen1
266,2153605842757484,4.175491,-9.691727,2.911346,fri-tilen1
267,2153605858596107,3.754105,-10.304642,1.398209,fri-tilen1
268,2153605874465248,1.723831,-10.840942,-8.638275,fri-tilen1
269,2153605890303871,1.321594,-9.749191,-8.350983,fri-tilen1
270,2153605906142494,2.106903,-9.481033,0.287308,fri-tilen1
271,2153605921981117,3.083725,-10.228027,-1.244980,fri-tilen1
272,2153605937819740,6.933609,-10.074799,-3.696640,fri-tilen1
273,2153605953658363,10.285492,-9.787491,-2.221817,fri-tilen1
274,2153605969527504,9.232040,-9.538498,-2.853882,fri-tilen1
275,2153605985366127,6.665451,-9.461884,-2.451660,fri-tilen1
276,2153606001204750,6.531387,-9.136276,-0.478836,fri-tilen1
277,2153606017043373,5.707779,-9.117126,-2.355896,fri-tilen1
278,2153606032881996,3.351883,-9.710876,-7.565674,fri-tilen1
279,2153606048720619,4.194641,-10.477020,-5.458786,fri-tilen1
280,2153606064559242,4.443634,-10.936707,-4.501099,fri-tilen1
281,2153606080428383,6.282379,-12.028473,-3.773254,fri-tilen1
282,2153606096267006,10.228027,-11.434708,3.639191,fri-tilen1
283,2153606112105629,11.760315,-10.572800,8.408432,fri-tilen1
284,2153606127944252,9.844955,-12.162552,4.884171,fri-tilen1
285,2153606143813393,6.167465,-15.284592,0.191544,fri-tilen1
286,2153606159652016,2.758118,-19.402618,-4.060562,fri-tilen1
287,2153606175521156,0.498001,-19.996368,-4.979935,fri-tilen1
288,2153606191359779,-0.478836,-16.510422,-2.03028,fri-tilen19
289,2153606207198402,1.130066,-12.469009,0.536301,fri-tilen1
290,2153606223037025,4.060562,-9.442734,2.968811,fri-tilen1
291,2153606238875648,4.711792,-7.067688,-2.853882,fri-tilen1
292,2153606254714271,4.673477,-6.358994,-2.777267,fri-tilen1
293,2153606270552895,5.343857,-5.286392,0.000000,fri-tilen1
294,2153606286422035,5.477936,-3.830719,0.229843,fri-tilen1
295,2153606302260658,4.175491,-2.624039,1.264145,fri-tilen1
296,2153606318099281,1.532288,-2.451660,1.187531,fri-tilen1
297,2153606333937904,-0.191544,-2.547424,1.608902,fri-tilen1
298,2153606349776527,0.555450,-2.375046,2.509125,fri-tilen1
299,2153606365615150,1.436523,-3.083725,3.294418,fri-tilen1
300,2153606381484291,0.957687,-4.079727,3.466797,fri-tilen1
301,2153606397322914,-0.498001,-4.807556,3.160339,fri-tilen1
302,2153606413161537,-2.183517,-5.726929,1.417374,fri-tilen1
303,2153606429000160,-0.766144,-7.163452,0.172379,fri-tilen1
304,2153606444838783,1.455673,-8.810669,-0.976837,fri-tilen1
305,2153606460677406,3.294418,-10.132263,-5.592850,fri-tilen1
306,2153606476546547,6.493073,-12.354080,-15.74427,fri-tilen18
307,2153606492385170,9.423584,-18.291702,-26.25959,fri-tilen18
308,2153606508223793,6.722916,-20.705063,-17.73625,fri-tilen12
309,2153606524062416,5.535400,-12.507309,-11.37724,fri-tilen13
310,2153606539901039,7.278366,-5.286392,-11.147400,fri-tilen1
311,2153606555739662,7.259216,-5.305557,-8.197754,fri-tilen1
312,2153606571608803,6.991074,-11.971008,4.596863,fri-tilen1
313,2153606587447426,7.105988,-16.931793,11.856094,fri-tilen1
314,2153606603286049,3.428497,-22.064957,10.285492,fri-tilen1
315,2153606619124672,1.685516,-18.732239,5.056549,fri-tilen1
316,2153606634963295,-0.995987,-10.687714,1.991974,fri-tilen1
317,2153606650801918,-2.030289,-5.688629,-0.402222,fri-tilen1
318,2153606666640541,-0.325607,-2.528275,-1.857895,fri-tilen1
319,2153606682509682,0.881073,-1.417374,-1.685516,fri-tilen1
320,2153606698348305,0.995987,-1.934509,-1.264145,fri-tilen1
321,2153606714186928,3.064575,-4.596863,-1.532288,fri-tilen1
322,2153606730025551,7.182602,-10.036499,1.666367,fri-tilen1
323,2153606745864174,8.082825,-13.388382,2.528275,fri-tilen1
324,2153606761702797,4.865021,-10.170563,1.570602,fri-tilen1
325,2153606777571937,2.547424,-7.508209,-0.651230,fri-tilen1
326,2153606793410561,1.244980,-6.512222,-9.940720,fri-tilen1
327,2153606809249184,0.881073,-7.029373,-4.884171,fri-tilen1
328,2153606825087807,3.505112,-7.489059,2.700653,fri-tilen1
329,2153606840926430,5.765244,-7.833832,2.432510,fri-tilen1
330,2153606856795570,5.497086,-8.523361,-0.459686,fri-tilen1
331,2153606872634193,3.064575,-9.844955,-3.869034,fri-tilen1
332,2153606888503334,1.762131,-10.630249,-3.869034,fri-tilen1
333,2153606904341957,1.474823,-10.994171,-0.632065,fri-tilen1
334,2153606920180580,0.651230,-11.051636,-0.038315,fri-tilen1
335,2153606936019203,0.421387,-10.840942,-1.934509,fri-tilen1
336,2153606951857826,3.562576,-10.132263,-4.175491,fri-tilen1
337,2153606967696449,8.082825,-10.132263,-3.524261,fri-tilen1
338,2153606983565590,8.810669,-9.768341,-2.968811,fri-tilen1
339,2153606999404213,6.952759,-9.002197,-2.700653,fri-tilen1
340,2153607015242836,6.358994,-9.327805,-0.632065,fri-tilen1
341,2153607031081459,6.378159,-9.327805,-1.455673,fri-tilen1
342,2153607046920082,5.094864,-9.902420,-5.688629,fri-tilen1
343,2153607062758705,6.550537,-11.722015,-3.734955,fri-tilen1
344,2153607078597328,6.167465,-12.124237,-2.183517,fri-tilen1
345,2153607094466469,5.286392,-12.756302,-3.064575,fri-tilen1
346,2153607110305092,7.776367,-12.277466,3.026276,fri-tilen1
347,2153607126143715,8.044525,-11.358093,6.799530,fri-tilen1
348,2153607141982338,4.979935,-12.966995,4.156342,fri-tilen1
349,2153607157851478,1.819595,-16.950943,-0.632065,fri-tilen1
350,2153607173690102,-1.379059,-20.341141,-5.42047,fri-tilen11
351,2153607189559242,-2.700653,-19.555847,-4.78840,fri-tilen16
352,2153607205397865,-2.489975,-16.146500,-1.22583,fri-tilen10
353,2153607221236488,-0.210693,-11.453857,-0.72784,fri-tilen14
354,2153607237075111,2.336746,-8.619125,0.019150,fri-tilen1
355,2153607252913734,3.524261,-8.044525,0.000000,fri-tilen1
356,2153607268752357,4.750092,-7.565674,-0.038315,fri-tilen1
357,2153607284621498,5.573700,-7.067688,-0.038315,fri-tilen1
358,2153607300460121,5.286392,-6.512222,0.134079,fri-tilen1
359,2153607316298744,4.750092,-5.726929,-0.344772,fri-tilen1
360,2153607332137367,3.122040,-4.730942,0.000000,fri-tilen1
361,2153607347975990,1.742981,-3.620026,1.072601,fri-tilen1
362,2153607363814613,1.321594,-2.547424,2.011124,fri-tilen1
363,2153607379683754,1.264145,-2.049438,2.796432,fri-tilen1
364,2153607395522377,0.363922,-2.298431,2.968811,fri-tilen1
365,2153607411361000,-0.612915,-2.202667,2.451660,fri-tilen1
366,2153607427199623,-1.762131,-2.815582,1.244980,fri-tilen1
367,2153607443038246,-0.785294,-3.964798,0.555450,fri-tilen1
368,2153607458876869,1.359909,-6.052536,0.287308,fri-tilen1
369,2153607474715492,2.547424,-8.370132,-2.604889,fri-tilen1
370,2153607490584633,4.213791,-11.702866,-11.95185,fri-tilen19
371,2153607506423256,9.059662,-20.609283,-27.02575,fri-tilen17
372,2153607522261879,5.382172,-25.110382,-22.90773,fri-tilen10
373,2153607538100502,2.604889,-14.997284,-10.22802,fri-tilen17
374,2153607553939125,3.064575,-7.699753,-11.434708,fri-tilen1
375,2153607569777748,2.087738,-4.424484,-13.924683,fri-tilen1
376,2153607585646889,4.118027,-9.883270,0.459686,fri-tilen1
377,2153607601485512,6.818680,-21.605270,16.567871,fri-tilen1
378,2153607617324135,3.505112,-27.332214,14.767441,fri-tilen1
379,2153607633162758,1.953674,-18.885468,6.493073,fri-tilen1
380,2153607649001381,-0.172379,-9.615112,3.007111,fri-tilen1
381,2153607664870521,-1.168365,-5.152328,0.555450,fri-tilen1
382,2153607680709145,-0.172379,-2.394196,-1.130066,fri-tilen1
383,2153607696578285,0.785294,-1.091751,-2.221817,fri-tilen1
384,2153607712416908,1.628052,-0.574615,-4.654327,fri-tilen1
385,2153607728255531,4.520248,-2.240967,-0.191544,fri-tilen1
386,2153607744094154,10.132263,-8.446747,4.539413,fri-tilen1
387,2153607759932777,11.913544,-13.848068,2.624039,fri-tilen1
388,2153607775771400,7.814682,-10.840942,2.030289,fri-tilen1
389,2153607791640541,3.888184,-8.025360,-1.532288,fri-tilen1
390,2153607807479164,0.593765,-6.588837,-9.136276,fri-tilen1
391,2153607823317787,0.823608,-6.780380,-2.911346,fri-tilen1
392,2153607839156410,3.428497,-7.795517,1.149216,fri-tilen1
393,2153607854995033,5.209778,-8.350983,-0.842758,fri-tilen1
394,2153607870833656,4.156342,-8.887283,-1.513138,fri-tilen1
395,2153607886702797,3.428497,-9.366119,0.842758,fri-tilen1
396,2153607902541420,3.677490,-10.093948,4.903320,fri-tilen1
397,2153607918380043,2.317581,-11.032486,2.700653,fri-tilen1
398,2153607934218666,-2.509125,-11.434708,-12.4115,fri-tilen145
399,2153607950057289,-0.804459,-9.117126,-7.220917,fri-tilen1
400,2153607965895912,4.156342,-10.074799,1.493988,fri-tilen1
401,2153607981765053,9.806656,-9.270355,-4.232956,fri-tilen1
402,2153607997603676,11.262329,-8.887283,-1.015137,fri-tilen1
403,2153608013442299,9.059662,-8.446747,-1.168365,fri-tilen1
404,2153608029280922,7.048523,-8.504211,-3.064575,fri-tilen1
405,2153608045119545,7.967911,-8.274368,-2.106903,fri-tilen1
406,2153608060958168,8.542511,-8.542511,-3.888184,fri-tilen1
407,2153608076796791,8.925583,-10.093948,-3.026276,fri-tilen1
408,2153608092665932,7.814682,-11.358093,-2.394196,fri-tilen1
409,2153608108504555,5.784393,-12.469009,-4.003113,fri-tilen1
410,2153608124343178,7.067688,-13.292603,-0.421387,fri-tilen1
411,2153608140181801,7.029373,-12.947845,0.842758,fri-tilen1
412,2153608156020424,4.654327,-13.886368,4.788406,fri-tilen1
413,2153608171859047,3.236954,-15.437820,3.275269,fri-tilen1
